,0,1,2
4188,mometasone,granuloma annulare,nuclear receptor subfamily 3 group c member 1
4189,fluticasone,granuloma annulare,serpin family a member 6
4190,cortisol,granuloma annulare,sex hormone binding globulin
4191,cortisol,granuloma annulare,serpin family a member 6
4192,clocortolone pivalate,granuloma annulare,nuclear receptor subfamily 3 group c member 1
4193,flumethasone pivalate,granuloma annulare,serpin family a member 6
4194,amcinonide,granuloma annulare,nuclear receptor subfamily 3 group c member 1
4195,prednisolone,pemphigus,serpin family a member 6
4196,betamethasone,pemphigus,nuclear receptor subfamily 3 group c member 1
4197,triamcinolone,pemphigus,serpin family a member 6
4198,prednisone,pemphigus,nuclear receptor subfamily 3 group c member 1
4199,cortisol,pemphigus,nuclear receptor subfamily 3 group c member 1
4200,cortisol,pemphigus,sex hormone binding globulin
4201,cortisol,pemphigus,serpin family a member 6
4202,cortisol,rosacea,sex hormone binding globulin
4203,cortisol,rosacea,serpin family a member 6
4204,prednisolone,rosacea,serpin family a member 6
4205,loteprednol etabonate,rosacea,nuclear receptor subfamily 3 group c member 1
4206,fluorometholone,rosacea,nuclear receptor subfamily 3 group c member 1
4207,fluorometholone,rosacea,serpin family a member 6
4208,clobetasol propionate,scalp dermatosis,nuclear receptor subfamily 3 group c member 1
4209,fluticasone,seborrheic dermatitis,serpin family a member 6
4210,betamethasone,seborrheic dermatitis,prostaglandin-endoperoxide synthase 2
4211,prednisolone,seborrheic dermatitis,serpin family a member 6
4212,cortisol,seborrheic dermatitis,cytochrome p450 family 11 subfamily b member 2
4213,cortisol,seborrheic dermatitis,cytochrome p450 family 11 subfamily b member 1
4214,cortisol,seborrheic dermatitis,sex hormone binding globulin
4215,cortisol,seborrheic dermatitis,serpin family a member 6
4216,alclometasone dipropionate,seborrheic dermatitis,serpin family a member 6
4217,triamcinolone,seborrheic dermatitis,prostaglandin-endoperoxide synthase 2
4218,triamcinolone,seborrheic dermatitis,serpin family a member 6
4219,clobetasol propionate,seborrheic dermatitis,nuclear receptor subfamily 3 group c member 1
4220,flumethasone pivalate,seborrheic dermatitis,serpin family a member 6
4221,fluocinolone acetonide,seborrheic dermatitis,serpin family a member 6
4222,mometasone,seborrheic dermatitis,nuclear receptor subfamily 3 group c member 1
4223,metyrapone,adrenal gland hyperfunction,cytochrome p450 family 11 subfamily b member 1
4224,metyrapone,adrenal gland hyperfunction,cytochrome p450 family 11 subfamily b member 2
4225,prednisolone,bacterial conjunctivitis,nuclear receptor subfamily 3 group c member 1
4226,prednisolone,bacterial conjunctivitis,serpin family a member 6
4227,ceftriaxone,bacterial meningitis,synuclein alpha
4228,minoxidil,alopecia,potassium inwardly rectifying channel subfamily j member 11
4229,minoxidil,alopecia,atp binding cassette subfamily c member 9
4230,prednisolone,dacryocystitis,serpin family a member 6
4231,prednisone,b-cell chronic lymphocytic leukemia,nuclear receptor subfamily 3 group c member 1
4232,acalabrutinib,b-cell chronic lymphocytic leukemia,bruton tyrosine kinase
4233,acalabrutinib,b-cell chronic lymphocytic leukemia,txk tyrosine kinase
4234,acalabrutinib,b-cell chronic lymphocytic leukemia,bmx non-receptor tyrosine kinase
4235,acalabrutinib,b-cell chronic lymphocytic leukemia,"blk proto-oncogene, src family tyrosine kinase"
4236,acalabrutinib,b-cell chronic lymphocytic leukemia,tec protein tyrosine kinase
4237,venetoclax,b-cell chronic lymphocytic leukemia,bcl2 like 2
4238,venetoclax,b-cell chronic lymphocytic leukemia,bcl2 like 1
4239,ibrutinib,b-cell chronic lymphocytic leukemia,bmx non-receptor tyrosine kinase
4240,ibrutinib,b-cell chronic lymphocytic leukemia,tec protein tyrosine kinase
4241,ibrutinib,b-cell chronic lymphocytic leukemia,"blk proto-oncogene, src family tyrosine kinase"
4242,ibrutinib,b-cell chronic lymphocytic leukemia,txk tyrosine kinase
4243,carmustine,hodgkins lymphoma,glutathione-disulfide reductase
4244,vincristine,hodgkins lymphoma,atp binding cassette subfamily b member 1
4245,vincristine,hodgkins lymphoma,tubulin beta 8 class viii
4246,vincristine,hodgkins lymphoma,tubulin beta 3 class iii
4247,vincristine,hodgkins lymphoma,tubulin beta class i
4248,vincristine,hodgkins lymphoma,tubulin beta 1 class vi
4249,vincristine,hodgkins lymphoma,tubulin beta 4a class iva
4250,vincristine,hodgkins lymphoma,tubulin beta 2a class iia
4251,vincristine,hodgkins lymphoma,tubulin beta 2b class iib
4252,vincristine,hodgkins lymphoma,tubulin beta 4b class ivb
4253,vincristine,hodgkins lymphoma,tubulin beta 6 class v
4254,prednisolone,hodgkins lymphoma,nuclear receptor subfamily 3 group c member 1
4255,prednisolone,hodgkins lymphoma,atp binding cassette subfamily b member 1
4256,prednisolone,hodgkins lymphoma,serpin family a member 6
4257,cortisol,hodgkins lymphoma,nuclear receptor subfamily 3 group c member 1
4258,cortisol,hodgkins lymphoma,atp binding cassette subfamily b member 1
4259,cortisol,hodgkins lymphoma,sex hormone binding globulin
4260,cortisol,hodgkins lymphoma,serpin family a member 6
4261,etoposide,hodgkins lymphoma,glutathione s-transferase pi 1
4262,etoposide,hodgkins lymphoma,dna topoisomerase ii alpha
4263,etoposide,hodgkins lymphoma,udp glucuronosyltransferase family 1 member a1
4264,etoposide,hodgkins lymphoma,atp binding cassette subfamily b member 1
4265,betamethasone,hodgkins lymphoma,atp binding cassette subfamily b member 1
4266,betamethasone,hodgkins lymphoma,nuclear receptor subfamily 3 group c member 1
4267,triamcinolone,hodgkins lymphoma,nuclear receptor subfamily 3 group c member 1
4268,triamcinolone,hodgkins lymphoma,serpin family a member 6
4269,chlorambucil,hodgkins lymphoma,glutathione s-transferase pi 1
4270,epirubicin,hodgkins lymphoma,dna topoisomerase ii alpha
4271,vinblastine,hodgkins lymphoma,tubulin beta 4a class iva
4272,vinblastine,hodgkins lymphoma,tubulin gamma 1
4273,vinblastine,hodgkins lymphoma,tubulin beta 1 class vi
4274,vinblastine,hodgkins lymphoma,tubulin beta 8 class viii
4275,vinblastine,hodgkins lymphoma,atp binding cassette subfamily b member 1
4276,vinblastine,hodgkins lymphoma,tubulin alpha 1a
4277,vinblastine,hodgkins lymphoma,tubulin beta 2b class iib
4278,vinblastine,hodgkins lymphoma,tubulin beta 4b class ivb
4279,vinblastine,hodgkins lymphoma,tubulin beta class i
4280,vinblastine,hodgkins lymphoma,tubulin beta 2a class iia
4281,vinblastine,hodgkins lymphoma,tubulin beta 3 class iii
4282,vinblastine,hodgkins lymphoma,tubulin delta 1
4283,vinblastine,hodgkins lymphoma,tubulin beta 6 class v
4284,vinblastine,hodgkins lymphoma,tubulin epsilon 1
4285,prednisone,hodgkins lymphoma,nuclear receptor subfamily 3 group c member 1
4286,prednisone,hodgkins lymphoma,atp binding cassette subfamily b member 1
4287,cyclophosphamide,hodgkins lymphoma,atp binding cassette subfamily b member 1
4288,methylprednisolone,hodgkins lymphoma,nuclear receptor subfamily 3 group c member 1
4289,methylprednisolone,hodgkins lymphoma,atp binding cassette subfamily b member 1
4290,tamoxifen,invasive ductal breast carcinoma,ebp cholestenol delta-isomerase
4291,tamoxifen,invasive ductal breast carcinoma,7-dehydrocholesterol reductase
4292,tamoxifen,invasive ductal breast carcinoma,ebp like
4293,tamoxifen,invasive ductal breast carcinoma,estrogen receptor 1
4294,prednisolone,acute lymphoblastic leukemia,nuclear receptor subfamily 3 group c member 1
4295,prednisolone,acute lymphoblastic leukemia,atp binding cassette subfamily b member 1
4296,prednisolone,acute lymphoblastic leukemia,serpin family a member 6
4297,cytarabine,acute lymphoblastic leukemia,"dna polymerase alpha 1, catalytic subunit"
4298,cytarabine,acute lymphoblastic leukemia,"dna polymerase delta 1, catalytic subunit"
4299,cytarabine,acute lymphoblastic leukemia,"dna polymerase epsilon, catalytic subunit"
4300,daunorubicin,acute lymphoblastic leukemia,cytochrome p450 family 1 subfamily b member 1
4301,daunorubicin,acute lymphoblastic leukemia,dna topoisomerase ii alpha
4302,daunorubicin,acute lymphoblastic leukemia,cytochrome p450 family 1 subfamily a member 2
4303,daunorubicin,acute lymphoblastic leukemia,atp binding cassette subfamily b member 1
4304,mercaptopurine,acute lymphoblastic leukemia,phosphoribosyl pyrophosphate amidotransferase
4305,cyclophosphamide,acute lymphoblastic leukemia,atp binding cassette subfamily b member 1
4306,cyclophosphamide,acute lymphoblastic leukemia,cytochrome p450 family 2 subfamily c member 8
4307,cortisol,acute lymphoblastic leukemia,cytochrome p450 family 2 subfamily c member 8
4308,cortisol,acute lymphoblastic leukemia,nuclear receptor subfamily 3 group c member 1
4309,cortisol,acute lymphoblastic leukemia,atp binding cassette subfamily b member 1
4310,cortisol,acute lymphoblastic leukemia,sex hormone binding globulin
4311,cortisol,acute lymphoblastic leukemia,serpin family a member 6
4312,prednisone,acute lymphoblastic leukemia,nuclear receptor subfamily 3 group c member 1
4313,prednisone,acute lymphoblastic leukemia,atp binding cassette subfamily b member 1
4314,vincristine,acute lymphoblastic leukemia,atp binding cassette subfamily b member 1
4315,vincristine,acute lymphoblastic leukemia,tubulin beta 8 class viii
4316,vincristine,acute lymphoblastic leukemia,tubulin beta 3 class iii
4317,vincristine,acute lymphoblastic leukemia,tubulin beta class i
4318,vincristine,acute lymphoblastic leukemia,tubulin beta 1 class vi
4319,vincristine,acute lymphoblastic leukemia,tubulin beta 4a class iva
4320,vincristine,acute lymphoblastic leukemia,tubulin beta 2a class iia
4321,vincristine,acute lymphoblastic leukemia,tubulin beta 2b class iib
4322,vincristine,acute lymphoblastic leukemia,tubulin beta 4b class ivb
4323,vincristine,acute lymphoblastic leukemia,tubulin beta 6 class v
4324,teniposide,acute lymphoblastic leukemia,dna topoisomerase ii alpha
4325,clofarabine,acute lymphoblastic leukemia,ribonucleotide reductase catalytic subunit m1
4326,clofarabine,acute lymphoblastic leukemia,"dna polymerase alpha 1, catalytic subunit"
4327,clofarabine,acute lymphoblastic leukemia,ribonucleotide reductase regulatory subunit m2
4328,triamcinolone,acute lymphoblastic leukemia,nuclear receptor subfamily 3 group c member 1
4329,triamcinolone,acute lymphoblastic leukemia,serpin family a member 6
4330,betamethasone,acute lymphoblastic leukemia,atp binding cassette subfamily b member 1
4331,betamethasone,acute lymphoblastic leukemia,nuclear receptor subfamily 3 group c member 1
4332,methylprednisolone,acute lymphoblastic leukemia,nuclear receptor subfamily 3 group c member 1
4333,methylprednisolone,acute lymphoblastic leukemia,atp binding cassette subfamily b member 1
4334,galantamine,alzheimer disease,cytochrome p450 family 2 subfamily d member 6
4335,galantamine,alzheimer disease,cholinergic receptor nicotinic alpha 4 subunit
4336,galantamine,alzheimer disease,cholinergic receptor nicotinic beta 2 subunit
4337,galantamine,alzheimer disease,butyrylcholinesterase
4338,galantamine,alzheimer disease,cholinergic receptor nicotinic alpha 7 subunit
4339,rivastigmine,alzheimer disease,butyrylcholinesterase
4340,rivastigmine,alzheimer disease,cytochrome p450 family 2 subfamily d member 6
4341,donepezil,alzheimer disease,cytochrome p450 family 2 subfamily d member 6
4342,donepezil,alzheimer disease,5-hydroxytryptamine receptor 2a
4343,donepezil,alzheimer disease,butyrylcholinesterase
4344,terbutaline,asthma,adrenoceptor beta 1
4345,betamethasone,asthma,prostaglandin-endoperoxide synthase 2
4346,theophylline,asthma,adenosine a2a receptor
4347,theophylline,asthma,adenosine a2b receptor
4348,theophylline,asthma,phosphodiesterase 4c
4349,theophylline,asthma,phosphodiesterase 4a
4350,theophylline,asthma,phosphodiesterase 3a
4351,theophylline,asthma,phosphodiesterase 4d
4352,theophylline,asthma,phosphodiesterase 4b
4353,theophylline,asthma,adenosine deaminase
4354,theophylline,asthma,adenosine a1 receptor
4355,theophylline,asthma,adenosine a3 receptor
4356,prednisone,asthma,nuclear receptor subfamily 3 group c member 1
4357,prednisone,asthma,albumin
4358,beclometasone,asthma,serpin family a member 6
4359,beclometasone,asthma,nuclear receptor subfamily 3 group c member 1
4360,mometasone,asthma,nuclear receptor subfamily 3 group c member 1
4361,triamcinolone,asthma,prostaglandin-endoperoxide synthase 2
4362,triamcinolone,asthma,serpin family a member 6
4363,indacaterol,asthma,adrenoceptor beta 2
4364,indacaterol,asthma,adrenoceptor beta 1
4365,indacaterol,asthma,cholinergic receptor muscarinic 3
4366,nedocromil,asthma,prostaglandin d2 receptor
4367,flunisolide,asthma,serpin family a member 6
4368,zafirlukast,asthma,cysteinyl leukotriene receptor 1
4369,zafirlukast,asthma,cysteinyl leukotriene receptor 2
4370,zafirlukast,asthma,prostaglandin-endoperoxide synthase 1
4371,zafirlukast,asthma,leukotriene b4 receptor
4372,prednisolone,asthma,serpin family a member 6
4373,fluticasone,asthma,serpin family a member 6
4374,fluticasone,asthma,phospholipase a2 group iva
4375,cortisol,asthma,nuclear receptor subfamily 3 group c member 1
4376,cortisol,asthma,sex hormone binding globulin
4377,cortisol,asthma,serpin family a member 6
4378,dyphylline,asthma,adenosine a1 receptor
4379,dyphylline,asthma,adenosine a2a receptor
4380,dyphylline,asthma,phosphodiesterase 3a
4381,prednisolone,atopic eczema,nuclear receptor subfamily 3 group c member 1
4382,prednisolone,atopic eczema,serpin family a member 6
4383,triamcinolone,atopic eczema,nuclear receptor subfamily 3 group c member 1
4384,triamcinolone,atopic eczema,serpin family a member 6
4385,methylprednisolone,atopic eczema,nuclear receptor subfamily 3 group c member 1
4386,betamethasone,atopic eczema,nuclear receptor subfamily 3 group c member 1
4387,dronedarone,atrial fibrillation,potassium voltage-gated channel subfamily h member 2
4388,dronedarone,atrial fibrillation,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
4389,dronedarone,atrial fibrillation,calcium voltage-gated channel subunit alpha1 c
4390,dronedarone,atrial fibrillation,potassium two pore domain channel subfamily k member 2
4391,dronedarone,atrial fibrillation,calcium voltage-gated channel subunit alpha1 s
4392,dronedarone,atrial fibrillation,cytochrome p450 family 2 subfamily d member 6
4393,dronedarone,atrial fibrillation,sodium voltage-gated channel alpha subunit 1
4394,dronedarone,atrial fibrillation,hyperpolarization activated cyclic nucleotide gated potassium channel 1
4395,dronedarone,atrial fibrillation,adrenoceptor beta 1
4396,dronedarone,atrial fibrillation,hyperpolarization activated cyclic nucleotide gated potassium channel 3
4397,dronedarone,atrial fibrillation,calcium voltage-gated channel auxiliary subunit beta 2
4398,dronedarone,atrial fibrillation,atp binding cassette subfamily b member 1
4399,flecainide,atrial fibrillation,cytochrome p450 family 2 subfamily d member 6
4400,propranolol,atrial fibrillation,cytochrome p450 family 2 subfamily c member 19
4401,propranolol,atrial fibrillation,cytochrome p450 family 2 subfamily d member 6
4402,propranolol,atrial fibrillation,atp binding cassette subfamily b member 1
4403,digoxin,atrial fibrillation,fxyd domain containing ion transport regulator 2
4404,digoxin,atrial fibrillation,atpase na+/k+ transporting subunit beta 1
4405,digoxin,atrial fibrillation,atpase na+/k+ transporting subunit beta 3
4406,digoxin,atrial fibrillation,atpase na+/k+ transporting subunit alpha 3
4407,digoxin,atrial fibrillation,atp binding cassette subfamily b member 1
4408,digoxin,atrial fibrillation,solute carrier organic anion transporter family member 4a1
4409,digoxin,atrial fibrillation,atpase na+/k+ transporting subunit alpha 1
4410,digoxin,atrial fibrillation,atpase na+/k+ transporting subunit beta 2
4411,digoxin,atrial fibrillation,atpase na+/k+ transporting subunit alpha 2
4412,digoxin,atrial fibrillation,atpase na+/k+ transporting subunit alpha 4
